date,rat_name,rat_ID,DOB,Sex,weight,Genotype,HL_date,invalid,file_name,experiment,phase,task,detail,stim_type,analysis_type,complete_block_count,trial_count,hit_percent,FA_percent,UUID,block_size
20250129,Orange1,745,20240717,Male,460,Fmr1_KO-Tsc2_WT,,"",BBN_40-70dB_300ms_4s_c5,FXS x TSC,BBN,Training,None,BBN,BBN (Standard),24,295,1,0.528455284552846,20250129111600_15.1379987597466_2.33220020674808,12
20250129,Lime1,772,20240802,Male,506,Fmr1_KO-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,48,487,0.979472140762463,0.232876712328767,20250129121725_22.1850033849478_0.551748952635205,10
20250129,Lime2,774,20240802,Male,500,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,41,418,0.996587030716723,0.408,20250129121726_21.8580085784197_1.37860564374882,10
20250129,Orange3,747,20240717,Male,498,Fmr1_WT-Tsc2_WT,,"",BBN_15-75dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),45,453,0.873817034700316,0.25,20250129121725_4.20699790120125_1.42812822835172,10
20250129,Orange4,748,20240717,Male,489,Fmr1_KO-Tsc2_Het,,"",BBN_20-80dB_50ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),45,459,0.91304347826087,0.138686131386861,20250129121726_25.0829961150885_3.87316823474164,10
20250129,Orange5,769,20240802,Male,522,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,43,436,0.973856209150327,0.261538461538462,20250129131616_35.956996679306_1.45948620331426,10
20250129,Orange6,770,20240802,Male,530,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,37,378,0.969811320754717,0.31858407079646,20250129131619_49.560996517539_1.14321075049573,10
20250129,Blue1,744,20240717,Male,486,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,41,416,0.986254295532646,0.392,20250129141643_152.712006121874_0.691502256153253,10
20250129,Blue2,749,20240717,Male,545,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,33,333,0.995708154506438,0.51,20250129141645_110.389000922441_1.08723238806168,10
20250129,Lime6,771,20240802,Male,528,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,32,327,1,0.346938775510204,20250129141642_71.4190050959587_1.43974253545589,10
20250129,Purple6,775,20240802,Male,506,Fmr1_KO-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,39,398,0.996415770609319,0.210084033613445,20250129141643_15.9320097416639_0.51949765169019,10
20250130,Orange1,745,20240717,Male,469,Fmr1_KO-Tsc2_WT,,"",BBN_40-70dB_300ms_8s_c5,FXS x TSC,BBN,Training,None,BBN,BBN (Standard),20,245,1,0.392156862745098,20250130111652_130.55299334228_1.32702341330293,12
20250130,Orange2,746,20240717,Male,434,Fmr1_WT-Tsc2_Het,,"",BBN_10-70dB_100ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),28,285,0.86,0.305882352941177,20250130111653_133.167996257544_2.57473510534953,10
20250130,Lime1,772,20240802,Male,516,Fmr1_KO-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,39,392,0.996363636363636,0.256410256410256,20250130121848_73.0600040405989_0.848219471637046,10
20250130,Lime2,774,20240802,Male,502,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,34,343,0.99581589958159,0.432692307692308,20250130121848_86.4670023322105_0.703867912790986,10
20250130,Orange3,747,20240717,Male,504,Fmr1_WT-Tsc2_WT,,"",BBN_25-85dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),44,442,0.974110032362459,0.165413533834587,20250130121847_158.729002252221_3.92008154688698,10
20250130,Orange4,748,20240717,Male,492,Fmr1_KO-Tsc2_Het,,"",BBN_10-70dB_50ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),39,396,0.809352517985612,0.194915254237288,20250130121848_127.533999457955_2.98135283297813,10
20250130,Orange5,769,20240802,Male,525,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,29,296,0.975845410628019,0.247191011235955,20250130131910_200.536993145943_0.808013931754114,10
20250130,Orange6,770,20240802,Male,535,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,38,383,0.977611940298507,0.373913043478261,20250130131913_174.667992442846_0.534777702214892,10
20250130,Blue1,744,20240717,Male,500,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,25,254,0.98876404494382,0.302631578947368,20250130142108_341.544999182224_0.972624107414045,10
20250130,Blue2,749,20240717,Male,559,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,16,167,0.982758620689655,0.411764705882353,20250130142110_278.896002843976_0.72222603249804,10
20250130,Lime6,771,20240802,Male,530,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,24,248,1,0.310810810810811,20250130142114_269.687000289559_1.18444862308892,10
20250130,Purple6,775,20240802,Male,518,Fmr1_KO-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,22,223,1,0.194029850746269,20250130142115_215.832001715899_0.573140666805229,10
20250131,Orange1,745,20240717,Male,470,Fmr1_KO-Tsc2_WT,,"",BBN_40-70dB_300ms_8s_c5,FXS x TSC,BBN,Training,None,BBN,BBN (Standard),22,264,0.993506493506494,0.336363636363636,20250131111457_73.6240021884441_2.29808921990947,12
20250131,Orange2,746,20240717,Male,436,Fmr1_WT-Tsc2_Het,,"",BBN_25-85dB_100ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),27,271,0.989473684210526,0.17283950617284,20250131111458_219.380000978708_3.82434661030266,10
20250131,Lime1,772,20240802,Male,512,Fmr1_KO-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,47,477,0.987987987987988,0.125,20250131121904_28.076995164156_1.1880492805192,10
20250131,Lime2,774,20240802,Male,503,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,36,361,1,0.203703703703704,20250131121905_30.3779985755682_0.936359832028958,10
20250131,Orange3,747,20240717,Male,508,Fmr1_WT-Tsc2_WT,,"",BBN_15-75dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),43,432,0.894039735099338,0.215384615384615,20250131121902_11.6080038249493_2.04017237985782,10
20250131,Orange4,748,20240717,Male,491,Fmr1_KO-Tsc2_Het,,"",BBN_15-75dB_50ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),43,435,0.849180327868852,0.161538461538462,20250131121902_32.8249979764223_1.02847180326305,10
20250131,Orange5,769,20240802,Male,520,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,38,381,0.992481203007519,0.260869565217391,20250131131859_102.794996649027_1.3443300882598,10
20250131,Orange6,770,20240802,Male,531,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,43,437,0.970491803278689,0.25,20250131131902_118.993993476033_0.611823722033125,10
20250131,Blue1,744,20240717,Male,490,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,37,379,0.992452830188679,0.333333333333333,20250131141854_46.0510075092316_0.540867051102001,10
20250131,Blue2,749,20240717,Male,549,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,26,261,1,0.392405063291139,20250131141856_149.612002819777_1.45590509101643,10
20250131,Lime6,771,20240802,Male,523,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,34,340,1,0.313725490196078,20250131141853_93.0789962410927_0.969808794060753,10
20250201,Orange1,745,20240717,Male,455,Fmr1_KO-Tsc2_WT,,"",BBN_40-70dB_300ms_8s_c5,FXS x TSC,BBN,Training,None,BBN,BBN (Standard),25,304,0.98876404494382,0.357142857142857,20250201112902_153.329001367092_3.93081090407806,12
20250201,Orange2,746,20240717,Male,432,Fmr1_WT-Tsc2_Het,,"",BBN_20-80dB_100ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),31,310,0.949308755760369,0.32258064516129,20250201112904_191.718996316195_3.03172905133913,10
20250201,Lime1,772,20240802,Male,514,Fmr1_KO-Tsc2_Het,,"",BBN_60dB_1-2s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,42,424,1,0.196850393700787,20250201123134_103.794005513191_1.11578883401431,10
20250201,Lime2,774,20240802,Male,499,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,34,344,0.975103734439834,0.29126213592233,20250201123134_82.7390000224113_0.800880800494958,10
20250201,Orange3,747,20240717,Male,502,Fmr1_WT-Tsc2_WT,,"",BBN_25-85dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),41,419,0.901360544217687,0.304,20250201123137_152.147997915745_1.26158172277945,10
20250201,Orange4,748,20240717,Male,482,Fmr1_KO-Tsc2_Het,,"",BBN_15-75dB_50ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),43,437,0.879084967320262,0.129770992366412,20250201123138_192.445999011397_1.3589945095335,10
20250201,Orange5,769,20240802,Male,526,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,45,458,0.97196261682243,0.116788321167883,20250201133646_130.817003175616_0.588422752269437,10
20250201,Orange6,770,20240802,Male,534,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,47,472,0.966666666666667,0.211267605633803,20250201133649_91.9229976832867_0.689091977664187,10
20250201,Blue1,744,20240717,Male,486,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,38,384,0.98134328358209,0.206896551724138,20250201145053_140.465995296836_1.31023471324037,10
20250201,Blue2,749,20240717,Male,540,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,30,303,0.990566037735849,0.516483516483517,20250201145055_75.1279972493649_1.44483827674133,10
20250201,Lime6,771,20240802,Male,522,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,38,383,1,0.321739130434783,20250201145047_47.0610000193119_0.825536434155327,10
20250201,Purple6,775,20240802,Male,508,Fmr1_KO-Tsc2_Het,,"",BBN_60dB_1-2s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,39,394,0.992727272727273,0.176470588235294,20250201145048_61.2999994307756_1.32389517516976,10
20250203,Orange1,745,20240717,Male,461,Fmr1_KO-Tsc2_WT,,"",BBN_40-70dB_300ms_8s_c5,FXS x TSC,BBN,Training,None,BBN,BBN (Standard),21,261,0.993464052287582,0.490740740740741,20250203112232_67.8439993411303_1.42331548020092,12
20250203,Orange2,746,20240717,Male,435,Fmr1_WT-Tsc2_Het,,"",BBN_25-85dB_100ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),35,352,0.987804878048781,0.150943396226415,20250203112233_174.327992275357_3.60226607534027,10
20250203,Lime1,772,20240802,Male,517,Fmr1_KO-Tsc2_Het,,"",BBN_60dB_1-3s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,37,376,1,0.141592920353982,20250203122311_127.796007692814_2.21947002901244,10
20250203,Lime2,774,20240802,Male,496,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,26,267,1,0.296296296296296,20250203122312_34.8380025476217_1.15328550247892,10
20250203,Orange3,747,20240717,Male,509,Fmr1_WT-Tsc2_WT,,"",BBN_25-85dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),44,446,0.993589743589744,0.119402985074627,20250203122311_44.2569918930531_2.29761879269675,10
20250203,Orange4,748,20240717,Male,492,Fmr1_KO-Tsc2_Het,,"",BBN_25-85dB_50ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),43,431,0.903973509933775,0.201550387596899,20250203122312_79.8640005290508_2.79156049326167,10
20250203,Orange5,769,20240802,Male,523,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_1-2s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,41,415,0.996551724137931,0.176,20250203132406_17.1769939363003_1.57537879511861,10
20250203,Orange6,770,20240802,Male,542,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,43,430,0.996677740863787,0.333333333333333,20250203132409_22.5169971585274_0.583599179782114,10
20250203,Blue1,744,20240717,Male,494,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,36,363,1,0.119266055045872,20250203142621_43.5140065848827_1.21380311318484,10
20250203,Blue2,749,20240717,Male,542,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,25,256,1,0.337662337662338,20250203142623_28.5070069134235_0.716771104209851,10
20250203,Lime6,771,20240802,Male,529,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,35,357,1,0.407407407407407,20250203142625_34.4780065119267_1.4052720474663,10
20250203,Purple6,775,20240802,Male,506,Fmr1_KO-Tsc2_Het,,"",BBN_60dB_1-3s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,27,277,1,0.170731707317073,20250203142626_26.5390031039715_1.59320119020101,10
20250204,Orange1,745,20240717,Male,466,Fmr1_KO-Tsc2_WT,,"",BBN_30-90dB_300ms_8s,FXS x TSC,BBN,Training,None,BBN,BBN (Standard),31,310,0.986175115207373,0.376344086021505,20250204111445_13.2359974086285_1.34741740863223,10
20250204,Orange2,746,20240717,Male,434,Fmr1_WT-Tsc2_Het,,"",BBN_15-75dB_100ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),34,344,0.867219917012448,0.281553398058252,20250204111446_67.5069965422153_1.14562914778881,10
20250204,Lime1,772,20240802,Male,518,Fmr1_KO-Tsc2_Het,,"",BBN_60dB_1-3s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,25,250,0.994285714285714,0.2,20250204121717_90.9760002046824_1.5074464975178,10
20250204,Lime2,774,20240802,Male,504,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,25,255,0.971910112359551,0.25974025974026,20250204121717_36.2320002168417_1.39434865732493,10
20250204,Orange3,747,20240717,Male,509,Fmr1_WT-Tsc2_WT,,"",BBN_20-80dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),41,414,0.920415224913495,0.192,20250204121718_88.4120028465986_1.30996717178544,10
20250204,Orange4,748,20240717,Male,489,Fmr1_KO-Tsc2_Het,,"",BBN_25-85dB_50ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),43,430,0.893687707641196,0.186046511627907,20250204121719_79.4289998710155_1.62546501996567,10
20250204,Orange5,769,20240802,Male,529,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_1-3s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,33,336,0.995744680851064,0.138613861386139,20250204131740_114.486001431942_1.36558416767113,10
20250204,Orange6,770,20240802,Male,543,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,29,295,0.995169082125604,0.329545454545455,20250204131743_110.871999710798_0.942021316328964,10
20250204,Blue1,744,20240717,Male,493,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_1-2s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,25,250,0.994285714285714,0.226666666666667,20250204141818_169.720000773668_1.92741841548558,10
20250204,Blue2,749,20240717,Male,550,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,25,255,0.98876404494382,0.350649350649351,20250204141820_134.058999270201_1.45489933084192,10
20250204,Lime6,771,20240802,Male,530,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_16s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,15,152,0.971698113207547,0.282608695652174,20250204141823_149.296997487545_1.34112218146282,10
20250204,Purple6,775,20240802,Male,512,Fmr1_KO-Tsc2_Het,,"",BBN_60dB_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,22,227,1,0.176470588235294,20250204141824_115.93699939549_1.5683393584786,10
20250205,Orange1,745,20240717,Male,463,Fmr1_KO-Tsc2_WT,,"",BBN_30-90dB_300ms_8s,FXS x TSC,BBN,Training,None,BBN,BBN (Standard),30,303,1,0.307692307692308,20250205112414_28.2239969819784_1.83603899424855,10
20250205,Orange2,746,20240717,Male,435,Fmr1_WT-Tsc2_Het,,"",BBN_15-75dB_100ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),36,364,0.882352941176471,0.229357798165138,20250205112415_2.38099694252014_1.03362462887754,10
20250205,Lime1,772,20240802,Male,513,Fmr1_KO-Tsc2_Het,,"",BBN_60dB_1-3s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,39,390,0.992673992673993,0.111111111111111,20250205122602_66.7640011757612_1.11834705017158,10
20250205,Lime2,774,20240802,Male,499,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,33,336,0.995744680851064,0.237623762376238,20250205122602_37.1180042624474_1.32964914984655,10
20250205,Orange3,747,20240717,Male,511,Fmr1_WT-Tsc2_WT,,"",BBN_20-80dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),43,434,0.917763157894737,0.207692307692308,20250205122602_19.2589983344078_2.32870649196291,10
20250205,Orange4,748,20240717,Male,494,Fmr1_KO-Tsc2_Het,,"",BBN_20-80dB_50ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),42,427,0.899665551839465,0.2109375,20250205122603_15.9939989447594_3.65763555663743,10
20250205,Orange5,769,20240802,Male,522,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,40,405,1,0.122950819672131,20250205132854_157.664996758103_3.8316734217268,10
20250205,Orange6,770,20240802,Male,548,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,48,484,0.958702064896755,0.324137931034483,20250205132857_55.9809979051352_1.00495863477742,10
20250205,Lime6,771,20240802,Male,525,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_16s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,28,281,1,0.388235294117647,20250205142917_60.7210043817759_1.06526848100873,10
20250205,Purple6,775,20240802,Male,511,Fmr1_KO-Tsc2_Het,,"",BBN_60dB_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,36,367,1,0.190909090909091,20250205142918_104.644000902772_2.24240791427005,10
20250206,Orange1,745,20240717,Male,468,Fmr1_KO-Tsc2_WT,,"",BBN_30-90dB_300ms_8s,FXS x TSC,BBN,Training,None,BBN,BBN (Standard),29,294,0.995121951219512,0.325842696629214,20250206110919_15.5419997870922_2.34101933709035,10
20250206,Orange2,746,20240717,Male,439,Fmr1_WT-Tsc2_Het,,"",BBN_20-80dB_100ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),27,274,0.942408376963351,0.192771084337349,20250206110920_135.849997401237_2.06702576799632,10
20250206,Lime1,772,20240802,Male,515,Fmr1_KO-Tsc2_Het,,"",BBN_60dB_1-3s_3catch_4s_TR500ms,FXS x TSC,BBN,Training,None,BBN,Training - BBN,36,369,1,0.0540540540540541,20250206120957_96.0539951920509_1.10052084892316,10
20250206,Lime2,774,20240802,Male,493,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,27,279,1,0.216867469879518,20250206120957_68.8289970159531_1.17647913381583,10
20250206,Orange3,747,20240717,Male,510,Fmr1_WT-Tsc2_WT,,"",BBN_30-90dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),46,468,0.963414634146341,0.0857142857142857,20250206120957_7.00899437069893_1.97723306069534,10
20250206,Orange4,748,20240717,Male,489,Fmr1_KO-Tsc2_Het,,"",BBN_20-80dB_50ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),42,421,0.925170068027211,0.188976377952756,20250206120958_18.531995639205_1.27788008059415,10
20250206,Orange5,769,20240802,Male,523,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,40,400,0.996428571428572,0.108333333333333,20250206131148_114.096997305751_2.45532581969505,10
20250206,Orange6,770,20240802,Male,540,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,41,416,0.986254295532646,0.28,20250206131150_121.51399590075_1.36780282489552,10
20250206,Blue1,744,20240717,Male,488,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_1-2s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,47,478,0.988059701492537,0.132867132867133,20250206141309_152.660004794598_1.66095228904681,10
20250206,Blue2,749,20240717,Male,544,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_16s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,34,349,0.995901639344262,0.514285714285714,20250206141311_209.17900018394_1.34486480490124,10
20250206,Lime6,771,20240802,Male,522,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_16s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,43,438,0.993464052287582,0.234848484848485,20250206141316_103.702998161316_1.38081775127672,10
20250206,Purple6,775,20240802,Male,513,Fmr1_KO-Tsc2_Het,,"",BBN_60dB_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,38,380,0.992481203007519,0.0964912280701754,20250206141317_37.865998595953_1.06527942578672,10
20250207,Orange1,745,20240717,Male,462,Fmr1_KO-Tsc2_WT,,"",BBN_20-90dB_300ms_8s,FXS x TSC,BBN,Training,None,BBN,BBN (Standard),28,314,0.978165938864629,0.294117647058823,20250207110915_38.5749969631433_3.49709122441401,11
20250207,Orange2,746,20240717,Male,436,Fmr1_WT-Tsc2_Het,,"",BBN_20-80dB_100ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),36,363,0.925196850393701,0.146788990825688,20250207110916_15.0200050324202_1.83173166554043,10
20250207,Lime1,772,20240802,Male,509,Fmr1_KO-Tsc2_Het,,"",BBN_60dB_1-3s_3catch_4s_TR500ms,FXS x TSC,BBN,Training,None,BBN,Training - BBN,37,375,1,0.107142857142857,20250207121452_9.60999615490437_2.7250783034892,10
20250207,Lime2,774,20240802,Male,494,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_16s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,38,383,1,0.182608695652174,20250207121453_9.73999947309494_0.606928846232534,10
20250207,Orange3,747,20240717,Male,508,Fmr1_WT-Tsc2_WT,,"",BBN_30-90dB_300ms_4s,FXS x TSC,BBN,Training,Recheck,BBN,BBN (Standard),42,426,0.996644295302013,0.078125,20250207121453_3.74700240790844_2.43212606323044,10
20250207,Orange5,769,20240802,Male,518,Fmr1_WT-Tsc2_Het,,"",BBN_40-70dB_300ms_4s,FXS x TSC,BBN,Training,None,BBN,BBN (Standard),39,395,0.996376811594203,0.134453781512605,20250207131357_31.8510040640831_3.47939686223699,10
20250207,Orange6,770,20240802,Male,541,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,49,494,0.933526011560694,0.189189189189189,20250207131359_64.5210038870573_1.4976497897694,10
20250207,Blue1,744,20240717,Male,485,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_1-3s_3catch_4s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,40,408,0.951048951048951,0.0901639344262295,20250207141830_113.653004541993_2.61733926639277,10
20250207,Blue2,749,20240717,Male,548,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_16s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,29,293,0.995121951219512,0.522727272727273,20250207141832_73.1230091303587_0.870601316965479,10
20250207,Lime6,771,20240802,Male,522,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_0.5-1.5s_3catch_20s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,36,368,0.992248062015504,0.127272727272727,20250207141833_94.0860014408827_0.792764222256662,10
20250207,Purple6,775,20240802,Male,505,Fmr1_KO-Tsc2_Het,,"",BBN_40-70dB_300ms_4s,FXS x TSC,BBN,Training,None,BBN,BBN (Standard),35,358,0.948,0.194444444444444,20250207141834_142.752001807094_2.72821337015766,10
20250208,Orange1,745,20240717,Male,455,Fmr1_KO-Tsc2_WT,,"",BBN_20-90dB_300ms_8s,FXS x TSC,BBN,Training,None,BBN,BBN (Standard),25,282,0.980487804878049,0.454545454545455,20250208113251_99.5020050555468_2.39537459777636,11
20250208,Orange2,746,20240717,Male,435,Fmr1_WT-Tsc2_Het,,"",BBN_30-90dB_100ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),36,369,0.972868217054264,0.198198198198198,20250208113252_230.491004884243_3.66208483819826,10
