date,rat_name,rat_ID,DOB,Sex,weight,Genotype,HL_date,invalid,file_name,experiment,phase,task,detail,stim_type,analysis_type,complete_block_count,trial_count,hit_percent,FA_percent,UUID,block_size
20250409,Lime2,774,20240802,Male,495,Fmr1_WT-Tsc2_WT,,"",BBN_30-90dB_50ms_8s,FXS x TSC,BBN,Training,None,BBN,BBN (Standard),43,434,0.977049180327869,0.124031007751938,20250409125339_159.849002212286_2.97085842362239,10
20250409,Orange3,747,20240717,Male,522,Fmr1_WT-Tsc2_WT,,"",BBN_20-80dB_100ms_4s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),49,494,0.950724637681159,0.302013422818792,20250409125345_97.8430017828941_3.59755133618819,10
20250409,Orange4,748,20240717,Male,471,Fmr1_KO-Tsc2_Het,,"",BBN_20-80dB_100ms_16s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),40,401,0.896428571428572,0.198347107438017,20250409125346_580.459002032876_1.33015133327389,10
20250409,Orange5,769,20240802,Male,506,Fmr1_WT-Tsc2_Het,,"",BBN_20-80dB_100ms_8s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),40,400,0.907142857142857,0.15,20250409135945_118.874008208513_3.70270101535784,10
20250409,Orange6,770,20240802,Male,536,Fmr1_KO-Tsc2_WT,,"",BBN_30-90dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),42,420,0.976190476190476,0.0714285714285714,20250409135948_88.1300088018179_1.12393606066251,10
20250409,Blue1,744,20240717,Male,490,Fmr1_KO-Tsc2_WT,,"",BBN_30-90dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),43,434,0.963815789473684,0,20250409150055_14.1340009868145_2.43333530358993,10
20250409,Blue2,749,20240717,Male,554,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,41,419,0.989761092150171,0.30952380952381,20250409150057_15.327999740839_1.29936183056651,10
20250409,Lime6,771,20240802,Male,501,Fmr1_WT-Tsc2_Het,,"",BBN_40-70dB_100ms_8s,FXS x TSC,BBN,Reset,None,BBN,BBN (Standard),37,374,0.988549618320611,0.625,20250409150101_35.6300018727779_1.54754581490651,10
20250409,Purple6,775,20240802,Male,515,Fmr1_KO-Tsc2_Het,,"",BBN_15-75dB_50ms_16s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),40,403,0.851590106007067,0.125,20250409150102_85.8700029551983_2.5782519567741,10
20250410,Orange1,745,20240717,Male,486,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_8s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,42,420,1,0.380952380952381,20250410112241_180.824004113674_1.14617676421268,10
20250410,Orange2,746,20240717,Male,435,Fmr1_WT-Tsc2_Het,,"",BBN_40-70dB_50ms_16s,FXS x TSC,BBN,Reset,Recheck,BBN,BBN (Standard),41,412,0.98961937716263,0.146341463414634,20250410112242_316.691000014544_2.64783753996501,10
20250410,Lime1,772,20240802,Male,523,Fmr1_KO-Tsc2_Het,,"",BBN_20-80dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),37,375,0.908396946564885,0.194690265486726,20250410122605_4.59400042891502_3.59254385895582,10
20250410,Lime2,774,20240802,Male,496,Fmr1_WT-Tsc2_WT,,"",BBN_30-90dB_50ms_8s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),42,422,0.972972972972973,0.0793650793650794,20250410122606_24.4970005005598_3.87187658357063,10
20250410,Orange3,747,20240717,Male,519,Fmr1_WT-Tsc2_WT,,"",BBN_20-80dB_100ms_4s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),44,448,0.93312101910828,0.223880597014925,20250410122601_5.36299645900726_2.27426710745199,10
20250410,Orange4,748,20240717,Male,469,Fmr1_KO-Tsc2_Het,,"",BBN_30-90dB_100ms_12s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),44,448,0.990445859872611,0.0895522388059701,20250410122602_5.1519937813282_1.7726163636025,10
20250410,Orange5,769,20240802,Male,515,Fmr1_WT-Tsc2_Het,,"",BBN_20-80dB_100ms_8s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),39,390,0.93040293040293,0.170940170940171,20250410132758_28.8469970226288_3.80978080242656,10
20250410,Orange6,770,20240802,Male,532,Fmr1_KO-Tsc2_WT,,"",BBN_20-80dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),45,454,0.826498422712934,0.102189781021898,20250410132801_62.8479994833469_2.68716219924895,10
20250410,Blue1,744,20240717,Male,482,Fmr1_KO-Tsc2_WT,,"",BBN_30-90dB_300ms_4s,FXS x TSC,BBN,Training,Recheck,BBN,BBN (Standard),41,417,0.972602739726027,0.008,20250410142940_41.7600028216839_2.33132919866938,10
20250410,Blue2,749,20240717,Male,560,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,44,443,1,0.348484848484849,20250410142942_2.51700505614281_1.45560450701269,10
20250410,Lime6,771,20240802,Male,506,Fmr1_WT-Tsc2_Het,,"",BBN_40-70dB_300ms_8s,FXS x TSC,BBN,Reset,None,BBN,BBN (Standard),42,429,1,0.328125,20250410142941_15.4070075601339_2.70690911375851,10
20250410,Purple6,775,20240802,Male,520,Fmr1_KO-Tsc2_Het,,"",BBN_20-80dB_50ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),38,380,0.917293233082707,0.131578947368421,20250410142942_54.7110088169575_3.60995471573315,10
20250411,Orange1,745,20240717,Male,480,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,36,362,1,0.518518518518519,20250411112837_192.601992934942_0.795785596824127,10
20250411,Orange2,746,20240717,Male,435,Fmr1_WT-Tsc2_Het,,"",BBN_40-70dB_50ms_16s,FXS x TSC,BBN,Reset,Recheck,BBN,BBN (Standard),38,380,0.977443609022556,0.18421052631579,20250411112838_230.129992961884_1.85930508989152,10
20250411,Lime1,772,20240802,Male,520,Fmr1_KO-Tsc2_Het,,"",BBN_15-75dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),38,389,0.856617647058824,0.128205128205128,20250411123404_214.317002892494_3.5794906199159,10
20250411,Lime2,774,20240802,Male,495,Fmr1_WT-Tsc2_WT,,"",BBN_20-80dB_50ms_8s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),38,386,0.888888888888889,0.172413793103448,20250411123405_285.395001992583_1.95569892234024,10
20250411,Orange3,747,20240717,Male,515,Fmr1_WT-Tsc2_WT,,"",BBN_20-80dB_100ms_4s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),42,426,0.959866220735786,0.267716535433071,20250411123415_230.851996690035_1.0490950423842,10
20250411,Orange4,748,20240717,Male,474,Fmr1_KO-Tsc2_Het,,"",BBN_30-90dB_100ms_12s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),48,482,0.958456973293769,0.0896551724137931,20250411123416_206.096005439758_2.54320925186341,10
20250411,Orange5,769,20240802,Male,515,Fmr1_WT-Tsc2_Het,,"",BBN_20-80dB_100ms_8s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),36,362,0.940711462450593,0.330275229357798,20250411133503_85.1400028914213_3.37895005032369,10
20250411,Orange6,770,20240802,Male,532,Fmr1_KO-Tsc2_WT,,"",BBN_20-80dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),42,428,0.899665551839465,0.13953488372093,20250411133506_57.9340048134327_2.37429015283821,10
20250411,Blue1,744,20240717,Male,482,Fmr1_KO-Tsc2_WT,,"",BBN_30-90dB_300ms_4s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),40,400,0.975,0.0166666666666667,20250411144206_374.091996252537_2.32612197977219,10
20250411,Blue2,749,20240717,Male,562,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,46,461,1,0.246376811594203,20250411144208_414.222999662161_0.910271280461392,10
20250411,Lime6,771,20240802,Male,504,Fmr1_WT-Tsc2_Het,,"",BBN_40-70dB_300ms_8s,FXS x TSC,BBN,Reset,None,BBN,BBN (Standard),42,421,1,0.26984126984127,20250411144210_227.102992683649_2.20505809705719,10
20250411,Purple6,775,20240802,Male,514,Fmr1_KO-Tsc2_Het,,"",BBN_20-80dB_50ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),40,402,0.893617021276596,0.125,20250411144211_272.466999292374_3.73876509614376,10
20250412,Orange1,745,20240717,Male,478,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,36,365,1,0.440366972477064,20250412115307_160.237996280193_0.552273056005642,10
20250412,Orange2,746,20240717,Male,438,Fmr1_WT-Tsc2_Het,,"",BBN_30-90dB_50ms_16s,FXS x TSC,BBN,Reset,Recheck,BBN,BBN (Standard),39,390,0.992673992673993,0.170940170940171,20250412115308_211.224000155926_2.96135523674864,10
20250412,Lime1,772,20240802,Male,526,Fmr1_KO-Tsc2_Het,,"",BBN_15-75dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),36,368,0.817829457364341,0.318181818181818,20250412125832_68.1950032711029_3.10888140210498,10
20250412,Lime2,774,20240802,Male,495,Fmr1_WT-Tsc2_WT,,"",BBN_20-80dB_50ms_8s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),41,410,0.902439024390244,0.252032520325203,20250412125833_61.4200048148632_1.0588676455211,10
20250412,Orange3,747,20240717,Male,514,Fmr1_WT-Tsc2_WT,,"",BBN_30-90dB_100ms_4s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),45,454,0.993710691823899,0.147058823529412,20250412125854_191.340995952487_3.80224561247205,10
20250412,Orange4,748,20240717,Male,475,Fmr1_KO-Tsc2_Het,,"",4-32kHz_60-90dB_50ms_8s,FXS x TSC,Tones,Training,Mixed,tone,Tone (Standard),10,407,0.964912280701754,0.352459016393443,20250412125855_152.998999133706_3.24987726104204,40
20250412,Orange5,769,20240802,Male,505,Fmr1_WT-Tsc2_Het,,"",BBN_15-75dB_100ms_8s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),33,338,0.869198312236287,0.435643564356436,20250412140134_139.666995406151_2.1692877325711,10
20250412,Orange6,770,20240802,Male,523,Fmr1_KO-Tsc2_WT,,"",BBN_15-75dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),46,460,0.773291925465839,0.108695652173913,20250412140137_157.49399587512_1.50346758469737,10
20250412,Blue1,744,20240717,Male,482,Fmr1_KO-Tsc2_WT,,"",BBN_20-80dB_300ms_4s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),41,418,0.832764505119454,0.04,20250412150308_95.5360036343336_3.86531289012401,10
20250412,Blue2,749,20240717,Male,556,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_1-2s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,42,429,1,0.255813953488372,20250412150310_163.071998208761_1.95616408800575,10
20250412,Lime6,771,20240802,Male,508,Fmr1_WT-Tsc2_Het,,"",BBN_40-70dB_300ms_8s,FXS x TSC,BBN,Reset,None,BBN,BBN (Standard),36,362,0.992125984251969,0.462962962962963,20250412150314_117.722998559475_2.64552265956016,10
20250412,Purple6,775,20240802,Male,517,Fmr1_KO-Tsc2_Het,,"",BBN_30-90dB_50ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),42,425,0.993288590604027,0.0944881889763779,20250412150315_138.652003929019_3.48888580005286,10
20250414,Orange1,745,20240717,Male,482,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,35,358,0.99601593625498,0.626168224299065,20250414112308_67.4139976501465_1.23705047353014,10
20250414,Orange2,746,20240717,Male,437,Fmr1_WT-Tsc2_Het,,"",BBN_30-90dB_50ms_16s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),39,392,0.974452554744525,0.203389830508475,20250414112309_77.8429996222258_3.9218864508942,10
20250414,Lime1,772,20240802,Male,519,Fmr1_KO-Tsc2_Het,,"",BBN_25-85dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),33,335,0.961538461538461,0.247524752475248,20250414122911_243.896001577377_2.58952746810642,10
20250414,Lime2,774,20240802,Male,495,Fmr1_WT-Tsc2_WT,,"",BBN_25-85dB_50ms_8s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),42,424,0.983164983164983,0.078740157480315,20250414122911_275.315998122096_1.64623301252124,10
20250414,Orange3,747,20240717,Male,512,Fmr1_WT-Tsc2_WT,,"",BBN_30-90dB_100ms_4s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),46,465,0.99079754601227,0.0935251798561151,20250414122912_43.9189933240414_3.96422771051165,10
20250414,Orange4,748,20240717,Male,472,Fmr1_KO-Tsc2_Het,,"",4-32kHz_60-90dB_50ms_8s,FXS x TSC,Tones,Training,Mixed,tone,Tone (Standard),10,430,0.993355481727575,0.24031007751938,20250414122913_13.68000023067_2.85314025212758,40
20250414,Orange5,769,20240802,Male,504,Fmr1_WT-Tsc2_Het,,"",BBN_25-85dB_100ms_8s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),40,404,0.996466431095406,0.214876033057851,20250414133803_99.6569931507111_2.1175808549018,10
20250414,Orange6,770,20240802,Male,521,Fmr1_KO-Tsc2_WT,,"",BBN_25-85dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),51,518,0.878453038674033,0.0961538461538462,20250414133806_98.3199957758188_2.99147064305568,10
20250414,Blue1,744,20240717,Male,481,Fmr1_KO-Tsc2_WT,,"",BBN_20-80dB_300ms_4s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),39,393,0.88,0.00847457627118644,20250414144534_567.504998669028_2.03201820036775,10
20250414,Blue2,749,20240717,Male,538,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_1-2s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,36,366,1,0.545454545454545,20250414144536_553.256997093558_1.64911072379954,10
20250414,Lime6,771,20240802,Male,501,Fmr1_WT-Tsc2_Het,,"",BBN_40-70dB_300ms_12s,FXS x TSC,BBN,Reset,None,BBN,BBN (Standard),33,330,0.974025974025974,0.454545454545455,20250414144538_560.826006531715_1.91322623659542,10
20250414,Purple6,775,20240802,Male,507,Fmr1_KO-Tsc2_Het,,"",BBN_30-90dB_50ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),38,389,1,0.163793103448276,20250414144539_622.42200113833_3.42772189987271,10
20250415,Orange1,745,20240717,Male,474,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,39,393,1,0.474576271186441,20250415114653_243.525001779199_0.573866095981196,10
20250415,Orange2,746,20240717,Male,437,Fmr1_WT-Tsc2_Het,,"",BBN_30-90dB_50ms_16s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),44,442,0.967741935483871,0.151515151515152,20250415114654_325.165003538132_1.97901117720439,10
20250415,Lime1,772,20240802,Male,516,Fmr1_KO-Tsc2_Het,,"",BBN_25-85dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),39,397,0.989208633093525,0.142857142857143,20250415125405_210.108003392816_3.51503287476668,10
20250415,Lime2,774,20240802,Male,490,Fmr1_WT-Tsc2_WT,,"",BBN_15-75dB_50ms_8s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),42,428,0.862876254180602,0.147286821705426,20250415125406_244.461005553603_3.04692006323078,10
20250415,Orange3,747,20240717,Male,507,Fmr1_WT-Tsc2_WT,,"",BBN_30-90dB_100ms_4s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),52,520,0.989010989010989,0.0512820512820513,20250415125406_160.900002345443_1.21137653849404,10
20250415,Orange4,748,20240717,Male,470,Fmr1_KO-Tsc2_Het,,"",4-32kHz_60-90dB_50ms_8s,FXS x TSC,Tones,Training,Mixed,tone,Tone (Standard),10,433,0.973684210526316,0.255813953488372,20250415125407_230.765998363495_2.81549076751554,40
20250415,Orange5,769,20240802,Male,494,Fmr1_WT-Tsc2_Het,,"",BBN_15-75dB_100ms_12s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),35,351,0.844897959183674,0.367924528301887,20250415135755_4.5580018311739_3.65897041807684,10
20250415,Orange6,770,20240802,Male,527,Fmr1_KO-Tsc2_WT,,"",BBN_15-75dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),42,429,0.747508305647841,0.1875,20250415135757_4.46800030767918_2.59534305552693,10
20250415,Blue1,744,20240717,Male,478,Fmr1_KO-Tsc2_WT,,"",BBN_15-75dB_300ms_4s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),47,477,0.797014925373134,0.0422535211267606,20250415145808_46.3090024888515_2.55453663749801,10
20250415,Blue2,749,20240717,Male,534,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_1-2s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,34,345,0.995850622406639,0.567307692307692,20250415145810_55.1949933171272_1.42614850775339,10
20250415,Lime6,771,20240802,Male,500,Fmr1_WT-Tsc2_Het,,"",BBN_40-70dB_300ms_12s,FXS x TSC,BBN,Reset,None,BBN,BBN (Standard),37,379,0.996240601503759,0.433628318584071,20250415145814_36.2710062414408_1.963244461173,10
20250415,Purple6,775,20240802,Male,508,Fmr1_KO-Tsc2_Het,,"",BBN_30-90dB_300ms_8s,FXS x TSC,BBN,Training,Recheck,BBN,BBN (Standard),41,411,0.982638888888889,0.121951219512195,20250415145815_27.5649983435869_1.03652726998342,10
20250416,Orange1,745,20240717,Male,474,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_16s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,35,356,1,0.518867924528302,20250416111708_146.017001196742_0.716281330892873,10
20250416,Orange2,746,20240717,Male,439,Fmr1_WT-Tsc2_Het,,"",BBN_20-80dB_50ms_16s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),39,392,0.909090909090909,0.239316239316239,20250416111708_231.388002634048_2.44754200244454,10
20250416,Lime1,772,20240802,Male,516,Fmr1_KO-Tsc2_Het,,"",BBN_10-70dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),35,351,0.824489795918367,0.245283018867925,20250416121924_88.7820068746805_2.3773758356221,10
20250416,Lime2,774,20240802,Male,490,Fmr1_WT-Tsc2_WT,,"",BBN_15-75dB_50ms_8s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),34,349,0.893877551020408,0.307692307692308,20250416121925_112.379002198577_3.410796259872,10
20250416,Orange3,747,20240717,Male,513,Fmr1_WT-Tsc2_WT,,"",4-32kHz_60-90dB_300ms_4s,FXS x TSC,Tones,Training,Mixed,tone,Tone (Standard),11,473,0.996978851963746,0.0985915492957746,20250416121924_125.1369997859_2.74874402444113,40
20250416,Orange4,748,20240717,Male,477,Fmr1_KO-Tsc2_Het,,"",4-32kHz_60-90dB_50ms_8s,FXS x TSC,Tones,Training,Mixed,tone,Tone (Standard),10,424,0.98989898989899,0.188976377952756,20250416121927_110.553001239896_2.55031604682766,40
20250416,Orange5,769,20240802,Male,501,Fmr1_WT-Tsc2_Het,,"",BBN_25-85dB_100ms_8s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),38,386,0.985185185185185,0.344827586206897,20250416132010_66.7790081351995_2.57027910350003,10
20250416,Orange6,770,20240802,Male,522,Fmr1_KO-Tsc2_WT,,"",BBN_25-85dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),46,463,0.883076923076923,0.072463768115942,20250416132012_58.3380058407784_1.95938885515403,10
20250416,Blue1,744,20240717,Male,478,Fmr1_KO-Tsc2_WT,,"",BBN_15-75dB_300ms_4s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),50,504,0.787535410764873,0.0264900662251656,20250416143525_111.892000213265_2.44637016882337,10
20250416,Blue2,749,20240717,Male,531,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_1-2s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,46,460,0.990683229813665,0.507246376811594,20250416143527_207.9569991678_1.81690580274809,10
20250416,Lime6,771,20240802,Male,496,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_3catch_4s,FXS x TSC,BBN,Reset,None,BBN,Training - BBN,52,527,0.997289972899729,0.29746835443038,20250416143529_94.2369963973761_1.07978945187646,10
20250416,Purple6,775,20240802,Male,508,Fmr1_KO-Tsc2_Het,,"",BBN_30-90dB_300ms_8s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),51,517,0.997237569060773,0.129032258064516,20250416143530_167.592995613813_1.90595021270706,10
20250417,Lime1,772,20240802,Male,519,Fmr1_KO-Tsc2_Het,,"",BBN_10-70dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),36,363,0.84251968503937,0.403669724770642,20250417122524_151.259006559849_3.89235319085287,10
20250417,Lime2,774,20240802,Male,492,Fmr1_WT-Tsc2_WT,,"",BBN_15-75dB_50ms_8s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),42,420,0.887755102040816,0.206349206349206,20250417122524_153.513007611036_3.22157175466708,10
20250417,Orange3,747,20240717,Male,518,Fmr1_WT-Tsc2_WT,,"",4-32kHz_60-90dB_300ms_4s,FXS x TSC,Tones,Training,Mixed,tone,Tone (Standard),12,495,0.997118155619597,0.0675675675675676,20250417122524_66.9640000909567_3.55880539199467,40
20250417,Orange4,748,20240717,Male,499,Fmr1_KO-Tsc2_Het,,"",4-32kHz_60-90dB_50ms_8s,FXS x TSC,Tones,Training,Mixed,tone,Tone (Standard),10,421,0.983050847457627,0.222222222222222,20250417122527_54.4379968196154_3.48566620871475,40
20250417,Orange5,769,20240802,Male,495,Fmr1_WT-Tsc2_Het,,"",BBN_10-70dB_100ms_8s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),32,326,0.842794759825327,0.443298969072165,20250417132722_2.92799659073353_1.48271952407878,10
20250417,Orange6,770,20240802,Male,522,Fmr1_KO-Tsc2_WT,,"",BBN_10-70dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),43,431,0.727574750830565,0.146153846153846,20250417132724_13.6430058628321_2.51658869847868,10
20250417,Blue1,744,20240717,Male,488,Fmr1_KO-Tsc2_WT,,"",BBN_25-85dB_300ms_4s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),45,455,0.877358490566038,0,20250417142741_17.9810028523207_3.63679826441622,10
20250417,Blue2,749,20240717,Male,542,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_1-2s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,40,407,0.996491228070175,0.385245901639344,20250417142743_36.8199974298477_1.8562096662111,10
20250417,Lime6,771,20240802,Male,501,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_3catch_4s,FXS x TSC,BBN,Reset,None,BBN,Training - BBN,44,447,0.993610223642172,0.395522388059702,20250417142745_31.4200066030025_2.26539583302329,10
20250417,Purple6,775,20240802,Male,518,Fmr1_KO-Tsc2_Het,,"",BBN_20-80dB_300ms_8s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),41,413,0.96551724137931,0.154471544715447,20250417142746_7.08000585436821_2.07072015328484,10
20250418,Orange1,745,20240717,Male,471,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,38,388,1,0.543103448275862,20250418112541_63.442001491785_1.23510795695958,10
20250418,Orange2,746,20240717,Male,433,Fmr1_WT-Tsc2_Het,,"",BBN_20-80dB_50ms_16s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),40,400,0.885714285714286,0.208333333333333,20250418112542_72.0570020377636_2.32013141161884,10
20250418,Lime1,772,20240802,Male,511,Fmr1_KO-Tsc2_Het,,"",BBN_20-80dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),42,421,0.925423728813559,0.277777777777778,20250418123845_176.086995005608_3.32581738446097,10
20250418,Lime2,774,20240802,Male,484,Fmr1_WT-Tsc2_WT,,"",BBN_25-85dB_50ms_8s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),46,469,0.972560975609756,0.163120567375887,20250418123846_159.849002212286_3.7067047278341,10
20250418,Orange3,747,20240717,Male,518,Fmr1_WT-Tsc2_WT,,"",4-32kHz_60-90dB_300ms_4s,FXS x TSC,Tones,Training,Mixed,tone,Tone (Standard),14,566,0.992443324937028,0.0532544378698225,20250418123847_171.69899828732_3.71339517348315,40
20250418,Orange4,748,20240717,Male,490,Fmr1_KO-Tsc2_Het,,"",4-32kHz_60-90dB_300ms_12s,FXS x TSC,Tones,Training,Mixed,tone,Tone (Standard),11,471,0.981818181818182,0.191489361702128,20250418123850_148.407996073365_2.83146343915177,40
20250418,Orange5,769,20240802,Male,501,Fmr1_WT-Tsc2_Het,,"",BBN_30-90dB_100ms_8s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),45,452,0.996835443037975,0.330882352941177,20250418134616_156.057994812727_3.80031792852856,10
20250418,Orange6,770,20240802,Male,520,Fmr1_KO-Tsc2_WT,,"",BBN_20-80dB_50ms_4s,FXS x TSC,BBN,Baseline,None,BBN,BBN (Standard),55,556,0.824742268041237,0.125,20250418134619_135.736992582679_3.05466555457426,10
20250418,Blue1,744,20240717,Male,478,Fmr1_KO-Tsc2_WT,,"",BBN_10-70dB_300ms_4s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),45,459,0.72360248447205,0.0218978102189781,20250418145307_615.64700268209_1.05975164857331,10
20250418,Blue2,749,20240717,Male,546,Fmr1_WT-Tsc2_WT,,"",BBN_60dB_1-2s_3catch_12s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,44,441,1,0.242424242424242,20250418145309_588.86700309813_1.98710214885534,10
20250418,Lime6,771,20240802,Male,499,Fmr1_WT-Tsc2_Het,,"",BBN_60dB_3catch_8s,FXS x TSC,BBN,Reset,None,BBN,Training - BBN,43,433,0.996699669966997,0.4,20250418145308_263.357000425458_1.63086228651797,10
20250418,Purple6,775,20240802,Male,509,Fmr1_KO-Tsc2_Het,,"",BBN_20-80dB_300ms_8s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),41,413,0.982698961937716,0.0806451612903226,20250418145309_307.122001424432_3.76977533464272,10
20250419,Orange1,745,20240717,Male,482,Fmr1_KO-Tsc2_WT,,"",BBN_60dB_0.5-1.5s_3catch_16s,FXS x TSC,BBN,Training,None,BBN,Training - BBN,34,349,1,0.542857142857143,20250419115117_64.7240001708269_0.834545205152742,10
20250419,Orange2,746,20240717,Male,437,Fmr1_WT-Tsc2_Het,,"",BBN_20-80dB_50ms_16s,FXS x TSC,BBN,Baseline,Recheck,BBN,BBN (Standard),42,423,0.888513513513514,0.181102362204724,20250419115118_108.618994429708_1.68380493395411,10
